respondent_id,xyz_vaccine,seasonal_vaccine
41276,0.23,0.2
41277,0.12,0.23
41278,0.07,0.51
41279,0.02,0.19
41280,0.24,0.27
41281,0.15,0.59
41282,0.01,0.44
41283,0.13,0.48
41284,0.16,0.45
41285,0.05,0.16
41286,0.02,0.09
41287,0.45,0.54
41288,0.05,0.32
41289,0.16,0.66
41290,0.22,0.31
41291,0.39,0.87
41292,0.18,0.32
41293,0.07,0.11
41294,0.13,0.5
41295,0.12,0.38
41296,0.0,0.1
41297,0.14,0.28
41298,0.27,0.57
41299,0.2,0.2825
41300,0.14,0.14
41301,0.19,0.19
41302,0.09,0.54
41303,0.09,0.3
41304,0.29,0.45
41305,0.4,0.42
41306,0.05,0.5
41307,0.21,0.35
41308,0.07,0.23
41309,0.04,0.1
41310,0.52,0.68
41311,0.33,0.55
41312,0.15,0.36
41313,0.28,0.71
41314,0.59,0.88
41315,0.0,0.18
41316,0.1,0.09
41317,0.15,0.44
41318,0.12,0.85
41319,0.02,0.06
41320,0.25,0.31
41321,0.35,0.63
41322,0.12,0.9
41323,0.09,0.36
41324,0.36,0.53
41325,0.03,0.19
41326,0.1,0.46
41327,0.03,0.03
41328,0.06,0.19
41329,0.82,0.98
41330,0.25,0.22
41331,0.11,0.47
41332,0.06,0.81
41333,0.38,0.49
41334,0.05,0.89
41335,0.04,0.33
41336,0.05,0.04
41337,0.37,0.58
41338,0.02,0.16
41339,0.03,0.85
41340,0.65,0.78
41341,0.09,0.52
41342,0.15,0.81
41343,0.56,0.72
41344,0.76,0.93
41345,0.13,0.13
41346,0.02,0.07
41347,0.11,0.15
41348,0.1,0.25
41349,0.09,0.33
41350,0.44,0.86
41351,0.22,0.3
41352,0.47,0.89
41353,0.02,0.13
41354,0.14,0.54
41355,0.08,0.19
41356,0.03,0.92
41357,0.09,0.15
41358,0.16,0.21
41359,0.32,0.45
41360,0.3,0.3
41361,0.19,0.36
41362,0.04,0.39
41363,0.12,0.41
41364,0.11,0.39
41365,0.08,0.35
41366,0.06,0.14
41367,0.1,0.11
41368,0.12,0.75
41369,0.03,0.07
41370,0.08,0.32
41371,0.07,0.12
41372,0.04,0.56
41373,0.05,0.12
41374,0.05,0.24
41375,0.09,0.47
41376,0.27,0.78
41377,0.11,0.32
41378,0.31,0.45
41379,0.06,0.28
41380,0.09,0.6
41381,0.04,0.04
41382,0.28,0.32
41383,0.12,0.31
41384,0.05,0.27
41385,0.1,0.19
41386,0.1,0.29
41387,0.41,0.63
41388,0.05,0.52
41389,0.02,0.23
41390,0.02,0.79
41391,0.78,0.83
41392,0.17,0.3
41393,0.12,0.7
41394,0.28,0.35
41395,0.18,0.48
41396,0.02,0.22
41397,0.19,0.76
41398,0.31,0.63
41399,0.1,0.81
41400,0.3,0.65
41401,0.19,0.66
41402,0.31,0.51
41403,0.11,0.19
41404,0.07,0.96
41405,0.13,0.28
41406,0.3,0.69
41407,0.03,0.68
41408,0.11,0.45
41409,0.29,0.44
41410,0.21,0.46
41411,0.1,0.25
41412,0.11,0.5
41413,0.68,0.85
41414,0.04,0.75
41415,0.04,0.55
41416,0.15,0.26
41417,0.22,0.92
41418,0.33,0.26
41419,0.39,0.76
41420,0.04,0.7
41421,0.94,0.95
41422,0.41,0.64
41423,0.27,0.83
41424,0.07,0.73
41425,0.6,0.72
41426,0.07,0.14
41427,0.1,0.33
41428,0.2,0.7
41429,0.12,0.27
41430,0.08,0.46
41431,0.73,0.79
41432,0.04,0.32
41433,0.6,0.91
41434,0.12,0.18
41435,0.04,0.16
41436,0.31,0.49
41437,0.13,0.55
41438,0.06,0.08
41439,0.07,0.1
41440,0.03,0.08
41441,0.05,0.52
41442,0.34,0.72
41443,0.02,0.16
41444,0.24,0.92
41445,0.12,0.32
41446,0.21,0.7
41447,0.49,0.77
41448,0.06,0.11
41449,0.06,0.83
41450,0.21,0.29
41451,0.15,0.37
41452,0.02,0.51
41453,0.32,0.45
41454,0.51,0.8
41455,0.18,0.47
41456,0.72,0.74
41457,0.02,0.42
41458,0.16,0.46
41459,0.02,0.17
41460,0.3,0.68
41461,0.42,0.94
41462,0.27,0.4
41463,0.35,0.79
41464,0.1,0.16
41465,0.09,0.48
41466,0.1,0.37
41467,0.29,0.48
41468,0.07,0.92
41469,0.47,0.47
41470,0.11,0.42
41471,0.6,0.78
41472,0.3,0.63
41473,0.65,0.87
41474,0.53,0.74
41475,0.12,0.68
41476,0.05,0.34
41477,0.22,0.51
41478,0.15,0.28
41479,0.34,0.52
41480,0.06,0.31
41481,0.01,0.25
41482,0.04,0.09
41483,0.05,0.71
41484,0.08,0.13
41485,0.14,0.2
41486,0.06,0.11
41487,0.64,0.7
41488,0.14,0.12
41489,0.15,0.55
41490,0.05,0.65
41491,0.3,0.71
41492,0.05,0.08
41493,0.42,0.68
41494,0.0,0.97
41495,0.14,0.25
41496,0.06,0.65
41497,0.1,0.34
41498,0.1,0.28
41499,0.38,0.47
41500,0.14,0.29
41501,0.32,0.79
41502,0.05,0.54
41503,0.35,0.35
41504,0.17,0.74
41505,0.1,0.64
41506,0.26,0.4
41507,0.04,0.14
41508,0.04,0.18
41509,0.15,0.26
41510,0.04,0.61
41511,0.06,0.61
41512,0.07,0.4
41513,0.56,0.44
41514,0.11,0.19
41515,0.15,0.48
41516,0.1,0.92
41517,0.11,0.14
41518,0.48,0.5
41519,0.07,0.83
41520,0.29,0.57
41521,0.09,0.71
41522,0.17,0.13
41523,0.06,0.1
41524,0.33,0.65
41525,0.18,0.71
41526,0.09,0.46
41527,0.15,0.22
41528,0.34,0.89
41529,0.4,0.6
41530,0.08,0.22
41531,0.52,0.6
41532,0.49,0.31
41533,0.54,0.66
41534,0.34,0.83
41535,0.08,0.12
41536,0.4,0.77
41537,0.25,0.57
41538,0.35,0.74
41539,0.21,0.68
41540,0.22,0.42
41541,0.77,0.95
41542,0.31,0.37
41543,0.24,0.46
41544,0.14,0.37
41545,0.07,0.62
41546,0.13,0.46
41547,0.1,0.49
41548,0.26,0.64
41549,0.04,0.48
41550,0.23,0.65
41551,0.11,0.78
41552,0.15,0.57
41553,0.07,0.29
41554,0.43,0.58
41555,0.11,0.28
41556,0.36,0.55
41557,0.19,0.96
41558,0.77,0.78
41559,0.07,0.34
41560,0.05,0.33
41561,0.51,0.45
41562,0.22,0.41
41563,0.07,0.58
41564,0.26,0.35
41565,0.12,0.44
41566,0.17,0.58
41567,0.33,0.52
41568,0.44,0.49
41569,0.02,0.39
41570,0.07,0.85
41571,0.13,0.09
41572,0.13,0.37
41573,0.31,0.68
41574,0.01,0.09
41575,0.55,0.81
41576,0.36,0.54
41577,0.12,0.78
41578,0.01,0.07
41579,0.07,0.05
41580,0.11,0.67
41581,0.01,0.05
41582,0.27,0.49
41583,0.05,0.56
41584,0.09,0.88
41585,0.49,0.49
41586,0.1,0.36
41587,0.41,0.53
41588,0.27,0.35
41589,0.64,0.74
41590,0.21,0.45
41591,0.07,0.55
41592,0.28,0.69
41593,0.08,0.52
41594,0.15,0.18
41595,0.2,0.39
41596,0.54,0.76
41597,0.11,0.17
41598,0.81,0.86
41599,0.03,0.66
41600,0.1,0.27
41601,0.3,0.43
41602,0.1,0.6
41603,0.09,0.21
41604,0.49,0.81
41605,0.04,0.42
41606,0.08,0.1
41607,0.24,0.54
41608,0.18,0.48
41609,0.06,0.22
41610,0.01,0.34
41611,0.17,0.47
41612,0.08,0.76
41613,0.63,0.81
41614,0.84,0.8
41615,0.77,0.94
41616,0.72,0.78
41617,0.11,0.71
41618,0.76,0.98
41619,0.19,0.32
41620,0.08,0.26
41621,0.18,0.59
41622,0.36,0.59
41623,0.31,0.63
41624,0.69,0.59
41625,0.72,0.64
41626,0.04,0.05
41627,0.17,0.36
41628,0.11,0.11
41629,0.05,0.14
41630,0.24,0.49
41631,0.38,0.57
41632,0.35,0.78
41633,0.02,0.15
41634,0.18,0.34
41635,0.61,0.81
41636,0.2,0.29
41637,0.18,0.17
41638,0.01,0.09
41639,0.11,0.66
41640,0.51,0.69
41641,0.42,0.68
41642,0.05,0.16
41643,0.12,0.19
41644,0.11,0.12
41645,0.11,0.95
41646,0.27,0.71
41647,0.03,0.75
41648,0.07,0.21
41649,0.11,0.33
41650,0.39,0.71
41651,0.17,0.95
41652,0.6,0.92
41653,0.03,0.19
41654,0.05,0.4
41655,0.0,0.07
41656,0.32,0.56
41657,0.07,0.18
41658,0.43,0.91
41659,0.18,0.27
41660,0.12,0.71
41661,0.49,0.77
41662,0.05,0.6
41663,0.06,0.09
41664,0.7,0.83
41665,0.02,0.15
41666,0.3,0.87
41667,0.02,0.18
41668,0.04,0.14
41669,0.01,0.06
41670,0.11,0.07
41671,0.04,0.15
41672,0.07,0.22
41673,0.03,0.1
41674,0.06,0.14
41675,0.24,0.27
41676,0.02,0.09
41677,0.19,0.56
41678,0.05,0.23
41679,0.22,0.29
41680,0.12,0.22
41681,0.77,0.86
41682,0.03,0.17
41683,0.02,0.27
41684,0.26,0.62
41685,0.15,0.28
41686,0.19,0.47
41687,0.03,0.09
41688,0.02,0.37
41689,0.26,0.18
41690,0.16,0.51
41691,0.4,0.93
41692,0.1,0.15
41693,0.37,0.33
41694,0.02,0.13
41695,0.32,0.78
41696,0.03,0.04
41697,0.05,0.14
41698,0.07,0.33
41699,0.09,0.17
41700,0.0,0.1
41701,0.73,0.68
41702,0.22,0.48
41703,0.17,0.14
41704,0.06,0.32
41705,0.01,0.39
41706,0.59,0.92
41707,0.04,0.33
41708,0.1,0.42
41709,0.72,0.7
41710,0.35,0.4
41711,0.85,0.83
41712,0.13,0.53
41713,0.17,0.98
41714,0.35,0.38
41715,0.08,0.17
41716,0.07,0.17
41717,0.12,0.18
41718,0.13,0.27
41719,0.03,0.34
41720,0.39,0.65
41721,0.03,0.16
41722,0.05,0.19
41723,0.12,0.88
41724,0.03,0.13
41725,0.45,0.76
41726,0.07,0.06
41727,0.71,0.68
41728,0.01,0.09
41729,0.09,0.24
41730,0.02,0.03
41731,0.12,0.45
41732,0.13,0.14
41733,0.05,0.77
41734,0.32,0.57
41735,0.15,0.24
41736,0.03,0.25
41737,0.16,0.14
41738,0.03,0.76
41739,0.16,0.58
41740,0.11,0.42
41741,0.05,0.5
41742,0.1,0.11
41743,0.12,0.58
41744,0.17,0.56
41745,0.04,0.06
41746,0.05,0.07
41747,0.75,0.79
41748,0.08,0.52
41749,0.14,0.28
41750,0.08,0.54
41751,0.33,0.77
41752,0.01,0.09
41753,0.03,0.54
41754,0.31,0.5
41755,0.09,0.33
41756,0.04,0.35
41757,0.36,0.68
41758,0.19,0.58
41759,0.02,0.27
41760,0.22,0.27
41761,0.43,0.81
41762,0.02,0.06
41763,0.11,0.24
41764,0.05,0.32
41765,0.04,0.23
41766,0.02,0.71
41767,0.09,0.86
41768,0.64,0.79
41769,0.01,0.7
41770,0.18,0.27
41771,0.32,0.2
41772,0.26,0.55
41773,0.03,0.24
41774,0.61,0.67
41775,0.1,0.23
41776,0.01,0.11
41777,0.63,0.77
41778,0.1,0.28
41779,0.1,0.24
41780,0.03,0.2
41781,0.14,0.15
41782,0.02,0.11
41783,0.06,0.19
41784,0.13,0.18
41785,0.06,0.2
41786,0.07,0.14
41787,0.16,0.73
41788,0.05,0.17
41789,0.15,0.23
41790,0.27,0.87
41791,0.2,0.69
41792,0.26,0.35
41793,0.18,0.34
41794,0.13,0.48
41795,0.02,0.05
41796,0.86,0.9
41797,0.09,0.21
41798,0.12,0.7
41799,0.69,0.97
41800,0.07,0.34
41801,0.19,0.47
41802,0.04,0.07
41803,0.13,0.14
41804,0.25,0.95
41805,0.02,0.01
41806,0.11,0.64
41807,0.0,0.06
41808,0.04,0.35
41809,0.2,0.46
41810,0.44,0.51
41811,0.06,0.19
41812,0.11,0.15
41813,0.15,0.28
41814,0.08,0.65
41815,0.2,0.51
41816,0.08,0.18
41817,0.19,0.22
41818,0.12,0.88
41819,0.24,0.76
41820,0.04,0.12
41821,0.05,0.27
41822,0.1,0.04
41823,0.01,0.11
41824,0.03,0.04
41825,0.13,0.36
41826,0.08,0.4
41827,0.04,0.38
41828,0.3,0.9
41829,0.03,0.14
41830,0.28,0.87
41831,0.16,0.42
41832,0.05,0.36
41833,0.21,0.13
41834,0.33,0.55
41835,0.45,0.59
41836,0.47,0.31
41837,0.1,0.13
41838,0.11,0.13
41839,0.34,0.5
41840,0.53,0.9
41841,0.15,0.84
41842,0.25,0.39
41843,0.12,0.92
41844,0.02,0.21
41845,0.15,0.3
41846,0.12,0.22
41847,0.1,0.3
41848,0.48,0.69
41849,0.07,0.38
41850,0.06,0.45
41851,0.11,0.43
41852,0.14,0.16
41853,0.13,0.46
41854,0.04,0.18
41855,0.45,0.66
41856,0.64,0.98
41857,0.21,0.3
41858,0.42,0.3
41859,0.49,0.26
41860,0.33,0.87
41861,0.11,0.31
41862,0.04,0.27
41863,0.07,0.47
41864,0.03,0.53
41865,0.5,0.85
41866,0.33,0.39
41867,0.63,0.78
41868,0.03,0.46
41869,0.01,0.27
41870,0.07,0.28
41871,0.14,0.83
41872,0.13,0.79
41873,0.39,0.7
41874,0.13,0.52
41875,0.18,0.87
41876,0.04,0.19
41877,0.02,0.15
41878,0.96,1.0
41879,0.05,0.84
41880,0.44,0.67
41881,0.08,0.11
41882,0.27,0.36
41883,0.16,0.48
41884,0.04,0.07
41885,0.54,0.85
41886,0.01,0.05
41887,0.42,0.52
41888,0.11,0.74
41889,0.16,0.19
41890,0.09,0.17
41891,0.05,0.12
41892,0.15,0.34
41893,0.12,0.81
41894,0.02,0.19
41895,0.32,0.47
41896,0.16,0.65
41897,0.09,0.36
41898,0.03,0.28
41899,0.05,0.22
41900,0.54,0.62
41901,0.11,0.3
41902,0.31,0.67
41903,0.14,0.77
41904,0.41,0.67
41905,0.05,0.18
41906,0.19,0.73
41907,0.5,0.85
41908,0.04,0.04
41909,0.67,0.74
41910,0.77,0.85
41911,0.05,0.19
41912,0.04,0.38
41913,0.04,0.12
41914,0.22,0.36
41915,0.06,0.15
41916,0.07,0.12
41917,0.05,0.09
41918,0.89,0.96
41919,0.14,0.25
41920,0.01,0.14
41921,0.28,0.77
41922,0.04,0.07
41923,0.09,0.88
41924,0.01,0.03
41925,0.16,0.49
41926,0.5,0.73
41927,0.49,0.46
41928,0.22,0.3
41929,0.41,0.32
41930,0.24,0.65
41931,0.06,0.16
41932,0.37,0.8
41933,0.57,0.48
41934,0.16,0.49
41935,0.06,0.31
41936,0.0,0.11
41937,0.46,0.95
41938,0.45,0.55
41939,0.0,0.18
41940,0.08,0.43
41941,0.64,0.77
41942,0.01,0.4
41943,0.14,0.21
41944,0.08,0.28
41945,0.61,0.81
41946,0.04,0.3
41947,0.05,0.41
41948,0.05,0.24
41949,0.1,0.12
41950,0.5,0.56
41951,0.14,0.67
41952,0.03,0.15
41953,0.11,0.89
41954,0.09,0.33
41955,0.14,0.23
41956,0.12,0.58
41957,0.08,0.12
41958,0.43,0.88
41959,0.16,0.85
41960,0.33,0.36
41961,0.64,0.78
41962,0.14,0.31
41963,0.05,0.37
41964,0.19,0.63
41965,0.17,0.7
41966,0.16,0.68
41967,0.07,0.42
41968,0.27,0.14
41969,0.08,0.18
41970,0.17,0.21
41971,0.85,0.95
41972,0.08,0.8
41973,0.34,0.76
41974,0.06,0.31
41975,0.21,0.39
41976,0.03,0.78
41977,0.03,0.12
41978,0.11,0.12
41979,0.67,0.88
41980,0.06,0.81
41981,0.0,0.04
41982,0.2,0.48
41983,0.05,0.36
41984,0.32,0.85
41985,0.75,0.98
41986,0.08,0.39
41987,0.54,0.69
41988,0.02,0.07
41989,0.52,0.51
41990,0.19,0.34
41991,0.33,0.59
41992,0.26,0.94
41993,0.19,0.34
41994,0.03,0.09
41995,0.43,0.65
41996,0.09,0.57
41997,0.1,0.19
41998,0.18,0.27
41999,0.54,0.73
42000,0.06,0.12
42001,0.21,0.87
42002,0.08,0.09
42003,0.04,0.05
42004,0.36,0.51
42005,0.29,0.35
42006,0.28,0.71
42007,0.19,0.79
42008,0.05,0.13
42009,0.39,0.75
42010,0.16,0.51
42011,0.07,0.2
42012,0.05,0.19
42013,0.15,0.91
42014,0.19,0.44
42015,0.08,0.36
42016,0.21,0.88
42017,0.64,0.82
42018,0.34,0.15
42019,0.51,0.72
42020,0.05,0.26
42021,0.07,0.58
42022,0.53,0.92
42023,0.19,0.77
42024,0.0,0.0
42025,0.22,0.63
42026,0.61,0.8
42027,0.11,0.82
42028,0.09,0.38
42029,0.01,0.14
42030,0.03,0.09
42031,0.11,0.29
42032,0.61,0.73
42033,0.2,0.22
42034,0.21,0.25
42035,0.07,0.11
42036,0.09,0.28
42037,0.03,0.47
42038,0.13,0.88
42039,0.03,0.22
42040,0.28,0.84
42041,0.73,0.81
42042,0.02,0.11
42043,0.19,0.22
42044,0.23,0.46
42045,0.44,0.42
42046,0.1,0.32
42047,0.24,0.37
42048,0.25,0.3
42049,0.24,0.35
42050,0.06,0.3
42051,0.29,0.69
42052,0.18,0.3
42053,0.14,0.42
42054,0.22,0.77
42055,0.51,0.84
42056,0.04,0.24
42057,0.14,0.82
42058,0.53,0.74
42059,0.09,0.15
42060,0.05,0.28
42061,0.12,0.23
42062,0.02,0.05
42063,0.26,0.31
42064,0.1,0.41
42065,0.53,0.72
42066,0.01,0.13
42067,0.09,0.25
42068,0.12,0.45
42069,0.27,0.15
42070,0.01,0.15
42071,0.03,0.26
42072,0.11,0.8
42073,0.15,0.11
42074,0.12,0.16
42075,0.22,0.4
42076,0.07,0.87
42077,0.08,0.07
42078,0.67,0.85
42079,0.05,0.16
42080,0.18,0.27
42081,0.1,0.15
42082,0.1,0.45
42083,0.04,0.55
42084,0.53,0.7
42085,0.24,0.46
42086,0.44,0.47
42087,0.13,0.74
42088,0.1,0.08
42089,0.1,0.78
42090,0.05,0.17
42091,0.04,0.11
42092,0.04,0.08
42093,0.42,0.57
42094,0.23,0.23
42095,0.23,0.45
42096,0.01,0.11
42097,0.01,0.06
42098,0.6,0.7
42099,0.1,0.17
42100,0.71,0.88
42101,0.29,0.32
42102,0.17,0.53
42103,0.09,0.29
42104,0.1,0.24
42105,0.17,0.33
42106,0.02,0.22
42107,0.06,0.35
42108,0.43,0.75
42109,0.59,0.75
42110,0.28,0.36
42111,0.07,0.55
42112,0.15,0.13
42113,0.34,0.64
42114,0.0,0.16
42115,0.04,0.12
42116,0.17,0.93
42117,0.05,0.14
42118,0.74,0.9
42119,0.57,0.72
42120,0.13,0.55
42121,0.28,0.48
42122,0.04,0.38
42123,0.1,0.46
42124,0.24,0.48
42125,0.57,0.85
42126,0.06,0.76
42127,0.42,0.56
42128,0.1,0.57
42129,0.09,0.19
42130,0.45,0.82
42131,0.01,0.21
42132,0.06,0.07
42133,0.21,0.39
42134,0.02,0.51
42135,0.02,0.15
42136,0.38,0.61
42137,0.29,0.54
42138,0.4,0.64
42139,0.11,0.2
42140,0.02,0.27
42141,0.16,0.34
42142,0.23,0.56
42143,0.07,0.17
42144,0.09,0.17
42145,0.2,0.5
42146,0.05,0.61
42147,0.2,0.62
42148,0.43,0.85
42149,0.11,0.49
42150,0.3,0.72
42151,0.37,0.9
42152,0.1,0.41
42153,0.3,0.53
42154,0.77,0.95
42155,0.02,0.46
42156,0.15,0.59
42157,0.32,0.54
42158,0.08,0.54
42159,0.01,0.08
42160,0.17,0.56
42161,0.15,0.25
42162,0.12,0.19
42163,0.03,0.85
42164,0.04,0.18
42165,0.01,0.0
42166,0.05,0.2
42167,0.1,0.49
42168,0.11,0.37
42169,0.11,0.19
42170,0.08,0.21
42171,0.5,0.39
42172,0.02,0.18
42173,0.02,0.04
42174,0.46,0.77
42175,0.12,0.13
42176,0.35,0.41
42177,0.1,0.55
42178,0.48,0.55
42179,0.0,0.09
42180,0.14,0.65
42181,0.2,0.36
42182,0.05,0.08
42183,0.1,0.2
42184,0.04,0.85
42185,0.3,0.51
42186,0.13,0.6
42187,0.08,0.12
42188,0.03,0.14
42189,0.06,0.28
42190,0.33,0.31
42191,0.06,0.94
42192,0.01,0.08
42193,0.89,0.95
42194,0.12,0.21
42195,0.33,0.62
42196,0.1,0.3
42197,0.21,0.33
42198,0.26,0.37
42199,0.57,0.76
42200,0.05,0.44
42201,0.32,0.89
42202,0.38,0.68
42203,0.11,0.3
42204,0.59,0.74
42205,0.32,0.26
42206,0.1,0.08
42207,0.28,0.73
42208,0.01,0.06
42209,0.09,0.74
42210,0.15,0.18
42211,0.11,0.52
42212,0.4,0.85
42213,0.2,0.27
42214,0.05,0.97
42215,0.15,0.35
42216,0.1,0.67
42217,0.04,0.4
42218,0.03,0.16
42219,0.04,0.12
42220,0.06,0.23
42221,0.03,0.11
42222,0.31,0.59
42223,0.08,0.19
42224,0.09,0.01
42225,0.15,0.79
42226,0.12,0.84
42227,0.08,0.09
42228,0.17,0.3
42229,0.07,0.09
42230,0.34,0.79
42231,0.05,0.63
42232,0.45,0.78
42233,0.07,0.68
42234,0.84,0.94
42235,0.12,0.25
42236,0.12,0.85
42237,0.11,0.35
42238,0.11,0.49
42239,0.09,0.18
42240,0.14,0.63
42241,0.34,0.86
42242,0.01,0.39
42243,0.09,0.64
42244,0.15,0.2
42245,0.07,0.08
42246,0.37,0.56
42247,0.3,0.26
42248,0.35,0.7
42249,0.15,0.87
42250,0.15,0.42
42251,0.16,0.56
42252,0.07,0.55
42253,0.74,0.92
42254,0.31,0.48
42255,0.12,0.36
42256,0.08,0.85
42257,0.07,0.44
42258,0.04,0.16
42259,0.05,0.16
42260,0.37,0.46
42261,0.12,0.39
42262,0.02,0.15
42263,0.27,0.66
42264,0.12,0.18
42265,0.22,0.47
42266,0.1,0.36
42267,0.46,0.75
42268,0.12,0.45
42269,0.05,0.32
42270,0.1,0.27
42271,0.69,0.7
42272,0.03,0.14
42273,0.09,0.39
42274,0.14,0.44
42275,0.83,0.86
42276,0.13,0.84
42277,0.02,0.08
42278,0.01,0.06
42279,0.2,0.18
42280,0.18,0.3
42281,0.01,0.14
42282,0.07,0.41
42283,0.17,0.13
42284,0.1,0.13
42285,0.29,0.35
42286,0.11,0.24
42287,0.11,0.41
42288,0.11,0.35
42289,0.14,0.34
42290,0.01,0.17
42291,0.14,0.11
42292,0.27,0.71
42293,0.18,0.38
42294,0.41,0.81
42295,0.13,0.42
42296,0.23,0.71
42297,0.0,0.1
42298,0.15,0.36
42299,0.21,0.4
42300,0.0,0.06
42301,0.14,0.18
42302,0.1,0.5
42303,0.22,0.16
42304,0.05,0.12
42305,0.14,0.82
42306,0.07,0.18
42307,0.69,0.91
42308,0.12,0.24
42309,0.43,0.87
42310,0.03,0.06
42311,0.11,0.73
42312,0.6,0.58
42313,0.34,0.63
42314,0.01,0.15
42315,0.11,0.1
42316,0.09,0.24
42317,0.22,0.63
42318,0.08,0.24
42319,0.06,0.16
42320,0.2,0.63
42321,0.61,0.77
42322,0.28,0.81
42323,0.08,0.14
42324,0.11,0.14
42325,0.25,0.4
42326,0.06,0.09
42327,0.02,0.16
42328,0.08,0.71
42329,0.29,0.98
42330,0.05,0.05
42331,0.08,0.39
42332,0.19,0.05
42333,0.18,0.79
42334,0.82,0.91
42335,0.19,0.49
42336,0.01,0.62
42337,0.25,0.65
42338,0.15,0.72
42339,0.2,0.45
42340,0.35,0.16
42341,0.2,0.63
42342,0.02,0.13
42343,0.14,0.72
42344,0.01,0.9
42345,0.01,0.32
42346,0.22,0.47
42347,0.15,0.69
42348,0.2,0.68
42349,0.07,0.89
42350,0.38,0.67
42351,0.85,0.89
42352,0.15,0.34
42353,0.67,0.62
42354,0.77,0.88
42355,0.11,0.59
42356,0.23,0.72
42357,0.11,0.26
42358,0.09,0.13
42359,0.45,0.71
42360,0.46,0.66
42361,0.16,0.42
42362,0.22,0.37
42363,0.15,0.43
42364,0.02,0.08
42365,0.23,0.87
42366,0.05,0.03
42367,0.19,0.23
42368,0.45,0.51
42369,0.58,0.73
42370,0.23,0.23
42371,0.16,0.78
42372,0.18,0.51
42373,0.04,0.48
42374,0.12,0.84
42375,0.08,0.25
42376,0.07,0.07
42377,0.03,0.24
42378,0.06,0.75
42379,0.14,0.78
42380,0.1,0.2
42381,0.06,0.45
42382,0.32,0.34
42383,0.25,0.66
42384,0.45,0.75
42385,0.61,0.72
42386,0.06,0.74
42387,0.04,0.14
42388,0.35,0.52
42389,0.05,0.41
42390,0.01,0.14
42391,0.21,0.34
42392,0.11,0.2
42393,0.26,0.61
42394,0.14,0.47
42395,0.47,0.52
42396,0.09,0.22
42397,0.09,0.14
42398,0.1,0.66
42399,0.19,0.28
42400,0.1,0.56
42401,0.03,0.25
42402,0.03,0.67
42403,0.23,0.64
42404,0.23,0.77
42405,0.46,0.76
42406,0.09,0.91
42407,0.37,0.48
42408,0.06,0.08
42409,0.37,0.59
42410,0.19,0.73
42411,0.09,0.27
42412,0.71,0.94
42413,0.06,0.17
42414,0.09,0.09
42415,0.18,0.09
42416,0.36,0.35
42417,0.03,0.05
42418,0.04,0.43
42419,0.28,0.56
42420,0.13,0.27
42421,0.09,0.32
42422,0.06,0.15
42423,0.14,0.11
42424,0.06,0.38
42425,0.05,0.02
42426,0.2,0.3
42427,0.15,0.56
42428,0.03,0.35
42429,0.01,0.16
42430,0.19,0.38
42431,0.59,0.6
42432,0.04,0.16
42433,0.25,0.38
42434,0.06,0.57
42435,0.01,0.24
42436,0.08,0.08
42437,0.03,0.18
42438,0.3,0.44
42439,0.61,0.92
42440,0.27,0.49
42441,0.16,0.74
42442,0.09,0.63
42443,0.06,0.16
42444,0.15,0.87
42445,0.04,0.1
42446,0.07,0.63
42447,0.14,0.64
42448,0.03,0.3
42449,0.09,0.2
42450,0.09,0.51
42451,0.15,0.28
42452,0.14,0.89
42453,0.08,0.28
42454,0.06,0.39
42455,0.12,0.2
42456,0.18,0.62
42457,0.1,0.42
42458,0.11,0.3
42459,0.16,0.54
42460,0.38,0.74
42461,0.12,0.28
42462,0.87,0.98
42463,0.29,0.47
42464,0.42,0.58
42465,0.1,0.22
42466,0.22,0.74
42467,0.09,0.9
42468,0.07,0.17
42469,0.06,0.21
42470,0.79,0.85
42471,0.06,0.49
42472,0.06,0.39
42473,0.23,0.71
42474,0.04,0.9
42475,0.51,0.94
42476,0.08,0.9
42477,0.29,0.73
42478,0.03,0.02
42479,0.21,0.27
42480,0.16,0.91
42481,0.1,0.76
42482,0.12,0.28
42483,0.69,0.58
42484,0.01,0.09
42485,0.06,0.03
42486,0.72,0.86
42487,0.44,0.65
42488,0.11,0.29
42489,0.55,0.85
42490,0.07,0.32
42491,0.16,0.7
42492,0.31,0.67
42493,0.09,0.84
42494,0.19,0.75
42495,0.22,0.35
42496,0.36,0.73
42497,0.28,0.11
42498,0.3,0.74
42499,0.07,0.52
42500,0.11,0.23
42501,0.53,0.83
42502,0.01,0.06
42503,0.13,0.09
42504,0.09,0.14
42505,0.1,0.41
42506,0.04,0.21
42507,0.16,0.48
42508,0.07,0.24
42509,0.26,0.28
42510,0.27,0.82
42511,0.61,0.37
42512,0.53,0.74
42513,0.16,0.35
42514,0.22,0.61
42515,0.61,0.59
42516,0.15,0.39
42517,0.11,0.66
42518,0.05,0.14
42519,0.06,0.11
42520,0.32,0.52
42521,0.18,0.35
42522,0.06,0.76
42523,0.72,0.83
42524,0.26,0.71
42525,0.64,0.94
42526,0.08,0.25
42527,0.15,0.63
42528,0.02,0.16
42529,0.62,0.76
42530,0.08,0.52
42531,0.13,0.18
42532,0.06,0.06
42533,0.03,0.1
42534,0.01,0.31
42535,0.55,0.88
42536,0.03,0.06
42537,0.12,0.28
42538,0.05,0.1
42539,0.52,0.59
42540,0.11,0.37
42541,0.2,0.96
42542,0.11,0.13
42543,0.02,0.13
42544,0.02,0.05
42545,0.18,0.12
